HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Season
Real Madrid,Osasuna,2,1,H,2,0,H,2001
Valencia,Mallorca,1,1,D,0,1,A,2001
Ath Bilbao,Zaragoza,2,1,H,1,0,H,2001
Betis,Tenerife,1,0,H,0,0,D,2001
Celta,Villarreal,3,1,H,1,0,H,2001
Las Palmas,Sevilla,1,0,H,0,0,D,2001
Malaga,Sociedad,1,0,H,1,0,H,2001
Valladolid,Vallecano,3,1,H,2,1,H,2001
Sevilla,Ath Bilbao,3,3,D,0,0,D,2001
Tenerife,Real Madrid,0,2,A,0,1,A,2001
Barcelona,Celta,2,2,D,1,0,H,2001
La Coruna,Valencia,1,0,H,0,0,D,2001
Mallorca,Malaga,1,1,D,1,1,D,2001
Osasuna,Valladolid,1,0,H,0,0,D,2001
Sociedad,Betis,0,0,D,0,0,D,2001
Vallecano,Las Palmas,0,0,D,0,0,D,2001
Villarreal,Espanol,1,1,D,1,1,D,2001
Zaragoza,Alaves,0,2,A,0,1,A,2001
Espanol,Valencia,2,3,A,2,0,H,2001
Las Palmas,Osasuna,1,1,D,0,1,A,2001
Real Madrid,Sociedad,3,1,H,1,1,D,2001
Alaves,Sevilla,0,1,A,0,0,D,2001
Ath Bilbao,Vallecano,1,1,D,0,0,D,2001
Betis,Mallorca,1,0,H,1,0,H,2001
Celta,Zaragoza,2,0,H,1,0,H,2001
Malaga,La Coruna,1,1,D,1,0,H,2001
Valladolid,Tenerife,0,0,D,0,0,D,2001
Villarreal,Barcelona,0,1,A,0,1,A,2001
La Coruna,Betis,2,0,H,1,0,H,2001
Espanol,Barcelona,2,0,H,0,0,D,2001
Sociedad,Valladolid,6,0,H,1,0,H,2001
Sevilla,Celta,0,1,A,0,0,D,2001
Tenerife,Las Palmas,1,3,A,0,1,A,2001
Valencia,Malaga,2,1,H,2,1,H,2001
Mallorca,Real Madrid,1,1,D,0,0,D,2001
Osasuna,Ath Bilbao,0,1,A,0,0,D,2001
Zaragoza,Villarreal,3,2,H,2,0,H,2001
Celta,Vallecano,2,2,D,0,1,A,2001
Las Palmas,Sociedad,0,0,D,0,0,D,2001
Real Madrid,La Coruna,3,1,H,2,1,H,2001
Villarreal,Sevilla,0,2,A,0,1,A,2001
Alaves,Osasuna,0,2,A,0,0,D,2001
Ath Bilbao,Tenerife,1,2,A,0,0,D,2001
Barcelona,Zaragoza,2,0,H,1,0,H,2001
Betis,Valencia,1,3,A,1,2,A,2001
Malaga,Espanol,2,0,H,1,0,H,2001
Valladolid,Mallorca,2,1,H,1,0,H,2001
Ath Bilbao,Sociedad,2,1,H,1,1,D,2001
Villarreal,Vallecano,1,1,D,0,0,D,2001
Alaves,Tenerife,1,0,H,1,0,H,2001
Barcelona,Sevilla,3,1,H,1,1,D,2001
Betis,Malaga,1,1,D,0,0,D,2001
Celta,Osasuna,1,1,D,1,0,H,2001
Las Palmas,Mallorca,3,1,H,1,0,H,2001
Real Madrid,Valencia,1,0,H,0,0,D,2001
Valladolid,La Coruna,3,0,H,2,0,H,2001
Zaragoza,Espanol,0,0,D,0,0,D,2001
Malaga,Real Madrid,1,1,D,1,0,H,2001
Sociedad,Alaves,1,2,A,1,0,H,2001
La Coruna,Las Palmas,1,0,H,0,0,D,2001
Espanol,Betis,1,1,D,0,0,D,2001
Mallorca,Ath Bilbao,3,0,H,1,0,H,2001
Osasuna,Villarreal,2,2,D,2,1,H,2001
Vallecano,Barcelona,2,1,H,1,0,H,2001
Sevilla,Zaragoza,4,2,H,1,1,D,2001
Tenerife,Celta,1,1,D,1,0,H,2001
Valencia,Valladolid,1,2,A,1,2,A,2001
Vallecano,Alaves,2,0,H,0,0,D,2001
Celta,Sociedad,3,1,H,0,1,A,2001
Las Palmas,Valencia,0,1,A,0,1,A,2001
Alaves,Mallorca,0,4,A,0,2,A,2001
Ath Bilbao,La Coruna,1,1,D,0,0,D,2001
Barcelona,Osasuna,0,1,A,0,0,D,2001
Real Madrid,Betis,1,1,D,1,0,H,2001
Sevilla,Espanol,3,0,H,0,0,D,2001
Valladolid,Malaga,0,0,D,0,0,D,2001
Villarreal,Tenerife,2,1,H,2,0,H,2001
Zaragoza,Vallecano,3,2,H,0,1,A,2001
La Coruna,Alaves,0,1,A,0,1,A,2001
Mallorca,Celta,0,1,A,0,1,A,2001
Sociedad,Villarreal,2,1,H,0,0,D,2001
Vallecano,Sevilla,2,1,H,2,1,H,2001
Tenerife,Barcelona,0,6,A,0,2,A,2001
Betis,Valladolid,2,0,H,1,0,H,2001
Espanol,Real Madrid,2,1,H,1,1,D,2001
Malaga,Las Palmas,1,1,D,0,1,A,2001
Osasuna,Zaragoza,0,0,D,0,0,D,2001
Valencia,Ath Bilbao,2,1,H,1,0,H,2001
Celta,La Coruna,0,2,A,0,1,A,2001
Alaves,Valencia,1,2,A,1,2,A,2001
Ath Bilbao,Malaga,3,2,H,2,1,H,2001
Barcelona,Sociedad,2,0,H,0,0,D,2001
Las Palmas,Betis,0,0,D,0,0,D,2001
Vallecano,Espanol,2,2,D,1,0,H,2001
Sevilla,Osasuna,0,0,D,0,0,D,2001
Valladolid,Real Madrid,2,1,H,0,0,D,2001
Villarreal,Mallorca,2,1,H,1,0,H,2001
Zaragoza,Tenerife,1,1,D,0,1,A,2001
Mallorca,Barcelona,0,0,D,0,0,D,2001
Valencia,Celta,0,0,D,0,0,D,2001
Betis,Ath Bilbao,1,1,D,1,1,D,2001
La Coruna,Villarreal,0,0,D,0,0,D,2001
Espanol,Valladolid,1,0,H,0,0,D,2001
Malaga,Alaves,1,0,H,0,0,D,2001
Osasuna,Vallecano,1,0,H,0,0,D,2001
Real Madrid,Las Palmas,7,0,H,3,0,H,2001
Sociedad,Zaragoza,3,1,H,2,0,H,2001
Tenerife,Sevilla,1,1,D,0,1,A,2001
Ath Bilbao,Real Madrid,2,1,H,2,0,H,2001
Barcelona,La Coruna,3,2,H,1,1,D,2001
Villarreal,Valencia,1,1,D,0,0,D,2001
Alaves,Betis,0,1,A,0,1,A,2001
Celta,Malaga,0,0,D,0,0,D,2001
Las Palmas,Valladolid,1,1,D,0,0,D,2001
Osasuna,Espanol,1,1,D,0,1,A,2001
Vallecano,Tenerife,2,0,H,0,0,D,2001
Sevilla,Sociedad,0,1,A,0,0,D,2001
Zaragoza,Mallorca,1,0,H,0,0,D,2001
La Coruna,Zaragoza,1,0,H,1,0,H,2001
Real Madrid,Alaves,3,1,H,1,1,D,2001
Valencia,Barcelona,2,0,H,1,0,H,2001
Betis,Celta,4,1,H,2,0,H,2001
Espanol,Las Palmas,3,1,H,0,1,A,2001
Malaga,Villarreal,2,1,H,1,0,H,2001
Mallorca,Sevilla,0,4,A,0,1,A,2001
Sociedad,Vallecano,2,2,D,1,0,H,2001
Tenerife,Osasuna,3,1,H,1,0,H,2001
Valladolid,Ath Bilbao,2,0,H,0,0,D,2001
Celta,Real Madrid,0,1,A,0,0,D,2001
Sevilla,La Coruna,0,1,A,0,0,D,2001
Villarreal,Betis,1,1,D,1,1,D,2001
Alaves,Valladolid,3,1,H,1,1,D,2001
Ath Bilbao,Las Palmas,3,1,H,1,0,H,2001
Barcelona,Malaga,5,1,H,3,0,H,2001
Osasuna,Sociedad,1,1,D,0,0,D,2001
Vallecano,Mallorca,0,2,A,0,1,A,2001
Tenerife,Espanol,1,1,D,1,1,D,2001
Zaragoza,Valencia,0,1,A,0,1,A,2001
Betis,Barcelona,2,1,H,1,0,H,2001
La Coruna,Vallecano,1,1,D,1,1,D,2001
Las Palmas,Alaves,2,1,H,1,1,D,2001
Real Madrid,Villarreal,3,0,H,1,0,H,2001
Espanol,Ath Bilbao,2,0,H,1,0,H,2001
Malaga,Zaragoza,2,1,H,2,0,H,2001
Mallorca,Osasuna,4,2,H,2,1,H,2001
Sociedad,Tenerife,0,2,A,0,1,A,2001
Valencia,Sevilla,2,0,H,0,0,D,2001
Valladolid,Celta,2,4,A,1,2,A,2001
Barcelona,Real Madrid,1,1,D,0,1,A,2001
Osasuna,La Coruna,1,3,A,0,3,A,2001
Alaves,Ath Bilbao,2,3,A,2,2,D,2001
Celta,Las Palmas,3,2,H,2,0,H,2001
Sociedad,Espanol,1,0,H,1,0,H,2001
Vallecano,Valencia,2,1,H,1,1,D,2001
Sevilla,Malaga,0,2,A,0,0,D,2001
Tenerife,Mallorca,0,0,D,0,0,D,2001
Villarreal,Valladolid,2,2,D,0,2,A,2001
Zaragoza,Betis,1,1,D,1,0,H,2001
Betis,Sevilla,0,0,D,0,0,D,2001
Las Palmas,Villarreal,3,2,H,2,2,D,2001
Malaga,Vallecano,0,0,D,0,0,D,2001
Ath Bilbao,Celta,1,6,A,1,2,A,2001
La Coruna,Tenerife,3,1,H,0,1,A,2001
Espanol,Alaves,1,2,A,1,0,H,2001
Mallorca,Sociedad,0,2,A,0,0,D,2001
Real Madrid,Zaragoza,3,1,H,1,0,H,2001
Valencia,Osasuna,2,1,H,0,0,D,2001
Valladolid,Barcelona,1,2,A,1,2,A,2001
Barcelona,Las Palmas,1,1,D,1,0,H,2001
Celta,Alaves,3,1,H,0,0,D,2001
Sociedad,La Coruna,1,1,D,1,0,H,2001
Sevilla,Real Madrid,0,1,A,0,1,A,2001
Tenerife,Valencia,0,1,A,0,0,D,2001
Mallorca,Espanol,2,1,H,1,1,D,2001
Osasuna,Malaga,0,2,A,0,0,D,2001
Vallecano,Betis,0,0,D,0,0,D,2001
Villarreal,Ath Bilbao,5,2,H,5,0,H,2001
Zaragoza,Valladolid,0,0,D,0,0,D,2001
Ath Bilbao,Barcelona,0,2,A,0,1,A,2001
La Coruna,Mallorca,5,0,H,4,0,H,2001
Las Palmas,Zaragoza,1,1,D,0,0,D,2001
Real Madrid,Vallecano,3,1,H,2,0,H,2001
Alaves,Villarreal,2,1,H,1,1,D,2001
Betis,Osasuna,0,0,D,0,0,D,2001
Espanol,Celta,2,0,H,1,0,H,2001
Malaga,Tenerife,2,0,H,0,0,D,2001
Valencia,Sociedad,4,0,H,2,0,H,2001
Valladolid,Sevilla,1,1,D,1,1,D,2001
Mallorca,Valencia,1,1,D,1,0,H,2001
Barcelona,Alaves,3,2,H,1,0,H,2001
La Coruna,Espanol,3,1,H,3,0,H,2001
Osasuna,Real Madrid,3,1,H,2,0,H,2001
Sociedad,Malaga,2,1,H,1,1,D,2001
Vallecano,Valladolid,1,0,H,1,0,H,2001
Sevilla,Las Palmas,1,1,D,1,0,H,2001
Tenerife,Betis,2,1,H,0,1,A,2001
Villarreal,Celta,2,1,H,0,0,D,2001
Zaragoza,Ath Bilbao,2,2,D,1,1,D,2001
Celta,Barcelona,2,1,H,1,0,H,2001
Las Palmas,Vallecano,0,2,A,0,0,D,2001
Real Madrid,Tenerife,4,1,H,2,1,H,2001
Alaves,Zaragoza,2,1,H,1,0,H,2001
Ath Bilbao,Sevilla,0,1,A,0,0,D,2001
Betis,Sociedad,3,0,H,1,0,H,2001
Espanol,Villarreal,3,1,H,2,0,H,2001
Malaga,Mallorca,0,0,D,0,0,D,2001
Valencia,La Coruna,1,0,H,0,0,D,2001
Valladolid,Osasuna,1,0,H,0,0,D,2001
Barcelona,Villarreal,4,1,H,0,1,A,2001
Sociedad,Real Madrid,3,0,H,0,0,D,2001
Valencia,Espanol,2,1,H,0,1,A,2001
La Coruna,Malaga,2,2,D,1,1,D,2001
Mallorca,Betis,1,3,A,0,1,A,2001
Osasuna,Las Palmas,3,2,H,2,1,H,2001
Vallecano,Ath Bilbao,4,2,H,1,0,H,2001
Sevilla,Alaves,2,0,H,1,0,H,2001
Tenerife,Valladolid,1,5,A,0,2,A,2001
Zaragoza,Celta,0,1,A,0,0,D,2001
Alaves,Vallecano,0,1,A,0,0,D,2001
Ath Bilbao,Osasuna,1,1,D,0,0,D,2001
Barcelona,Espanol,2,0,H,1,0,H,2001
Betis,La Coruna,0,3,A,0,1,A,2001
Celta,Sevilla,1,2,A,1,2,A,2001
Las Palmas,Tenerife,0,1,A,0,1,A,2001
Malaga,Valencia,0,2,A,0,2,A,2001
Real Madrid,Mallorca,0,0,D,0,0,D,2001
Valladolid,Sociedad,1,3,A,1,1,D,2001
Villarreal,Zaragoza,2,1,H,2,0,H,2001
La Coruna,Real Madrid,3,0,H,1,0,H,2001
Espanol,Malaga,1,2,A,0,2,A,2001
Mallorca,Valladolid,2,1,H,0,1,A,2001
Osasuna,Alaves,0,1,A,0,1,A,2001
Sociedad,Las Palmas,1,1,D,0,1,A,2001
Vallecano,Celta,1,0,H,0,0,D,2001
Sevilla,Villarreal,1,0,H,1,0,H,2001
Tenerife,Ath Bilbao,2,3,A,2,1,H,2001
Valencia,Betis,2,0,H,1,0,H,2001
Zaragoza,Barcelona,1,1,D,1,1,D,2001
Santander,Valladolid,0,1,A,0,0,D,2002
Barcelona,Ath Madrid,2,2,D,1,1,D,2002
La Coruna,Betis,2,4,A,1,3,A,2002
Mallorca,Valencia,0,2,A,0,1,A,2002
Recreativo,Malaga,2,3,A,2,1,H,2002
Sevilla,Celta,0,1,A,0,1,A,2002
Sociedad,Ath Bilbao,4,2,H,2,1,H,2002
Vallecano,Alaves,2,2,D,1,1,D,2002
Villarreal,Osasuna,2,2,D,2,0,H,2002
Real Madrid,Espanol,2,0,H,1,0,H,2002
Ath Bilbao,Barcelona,0,2,A,0,2,A,2002
Malaga,Vallecano,2,1,H,0,1,A,2002
Osasuna,La Coruna,1,2,A,1,0,H,2002
Valencia,Recreativo,3,0,H,1,0,H,2002
Alaves,Santander,0,1,A,0,1,A,2002
Ath Madrid,Sevilla,1,1,D,0,1,A,2002
Celta,Mallorca,3,1,H,2,0,H,2002
Espanol,Sociedad,1,3,A,0,1,A,2002
Valladolid,Villarreal,1,0,H,1,0,H,2002
Barcelona,Espanol,2,0,H,0,0,D,2002
La Coruna,Valladolid,2,0,H,2,0,H,2002
Real Madrid,Osasuna,4,1,H,1,0,H,2002
Malaga,Valencia,2,2,D,2,0,H,2002
Mallorca,Ath Madrid,0,4,A,0,2,A,2002
Recreativo,Celta,0,3,A,0,1,A,2002
Sevilla,Ath Bilbao,1,1,D,0,0,D,2002
Sociedad,Betis,3,3,D,1,2,A,2002
Vallecano,Santander,3,1,H,1,1,D,2002
Villarreal,Alaves,0,1,A,0,1,A,2002
Alaves,La Coruna,1,2,A,0,0,D,2002
Betis,Barcelona,3,0,H,1,0,H,2002
Valladolid,Real Madrid,1,1,D,0,1,A,2002
Ath Bilbao,Mallorca,0,2,A,0,1,A,2002
Ath Madrid,Recreativo,1,1,D,1,1,D,2002
Celta,Malaga,2,2,D,2,2,D,2002
Espanol,Sevilla,0,0,D,0,0,D,2002
Osasuna,Sociedad,2,3,A,1,1,D,2002
Santander,Villarreal,1,1,D,0,0,D,2002
Valencia,Vallecano,3,0,H,2,0,H,2002
Recreativo,Ath Bilbao,1,2,A,0,0,D,2002
Barcelona,Osasuna,2,2,D,2,2,D,2002
La Coruna,Santander,0,2,A,0,1,A,2002
Malaga,Ath Madrid,3,1,H,1,0,H,2002
Mallorca,Espanol,2,0,H,0,0,D,2002
Real Madrid,Alaves,5,2,H,2,1,H,2002
Sevilla,Betis,1,1,D,0,1,A,2002
Sociedad,Valladolid,2,1,H,0,0,D,2002
Valencia,Celta,0,1,A,0,0,D,2002
Vallecano,Villarreal,2,2,D,1,2,A,2002
Betis,Real Madrid,1,1,D,1,0,H,2002
Ath Madrid,Valencia,1,1,D,0,1,A,2002
Santander,Real Madrid,2,0,H,1,0,H,2002
Villarreal,La Coruna,3,1,H,0,1,A,2002
Alaves,Sociedad,2,2,D,1,1,D,2002
Ath Bilbao,Malaga,1,1,D,1,0,H,2002
Betis,Mallorca,0,1,A,0,1,A,2002
Celta,Vallecano,0,1,A,0,1,A,2002
Espanol,Recreativo,2,0,H,0,0,D,2002
Osasuna,Sevilla,2,1,H,2,1,H,2002
Valladolid,Barcelona,2,1,H,0,0,D,2002
Barcelona,Alaves,6,1,H,4,0,H,2002
Celta,Ath Madrid,0,0,D,0,0,D,2002
Real Madrid,Villarreal,1,1,D,1,1,D,2002
Recreativo,Betis,1,1,D,0,1,A,2002
Valencia,Ath Bilbao,5,1,H,4,0,H,2002
Vallecano,La Coruna,1,2,A,0,1,A,2002
Malaga,Espanol,3,4,A,3,1,H,2002
Mallorca,Osasuna,2,0,H,0,0,D,2002
Sevilla,Valladolid,2,1,H,2,0,H,2002
Sociedad,Santander,2,1,H,0,1,A,2002
Ath Madrid,Vallecano,2,0,H,1,0,H,2002
La Coruna,Real Madrid,0,0,D,0,0,D,2002
Valladolid,Mallorca,1,3,A,1,1,D,2002
Alaves,Sevilla,1,0,H,0,0,D,2002
Ath Bilbao,Celta,2,1,H,0,1,A,2002
Betis,Malaga,3,0,H,0,0,D,2002
Espanol,Valencia,0,1,A,0,0,D,2002
Osasuna,Recreativo,0,1,A,0,0,D,2002
Santander,Barcelona,1,1,D,1,0,H,2002
Villarreal,Sociedad,0,1,A,0,1,A,2002
Barcelona,Villarreal,1,0,H,0,0,D,2002
Malaga,Osasuna,1,0,H,0,0,D,2002
Sociedad,La Coruna,1,1,D,1,1,D,2002
Valencia,Betis,1,1,D,0,0,D,2002
Vallecano,Real Madrid,2,3,A,1,1,D,2002
Ath Madrid,Ath Bilbao,3,3,D,1,0,H,2002
Celta,Espanol,1,0,H,1,0,H,2002
Mallorca,Alaves,3,1,H,1,0,H,2002
Recreativo,Valladolid,1,3,A,0,2,A,2002
Sevilla,Santander,1,0,H,1,0,H,2002
La Coruna,Barcelona,2,0,H,0,0,D,2002
Villarreal,Sevilla,1,0,H,0,0,D,2002
Alaves,Recreativo,3,0,H,2,0,H,2002
Ath Bilbao,Vallecano,2,1,H,0,1,A,2002
Betis,Celta,2,1,H,0,0,D,2002
Espanol,Ath Madrid,1,2,A,0,0,D,2002
Osasuna,Valencia,1,0,H,1,0,H,2002
Real Madrid,Sociedad,0,0,D,0,0,D,2002
Santander,Mallorca,1,2,A,1,1,D,2002
Valladolid,Malaga,0,0,D,0,0,D,2002
Barcelona,Real Madrid,0,0,D,0,0,D,2002
Sevilla,La Coruna,1,1,D,1,0,H,2002
Vallecano,Sociedad,0,0,D,0,0,D,2002
Ath Bilbao,Espanol,4,1,H,1,1,D,2002
Ath Madrid,Betis,1,0,H,1,0,H,2002
Celta,Osasuna,0,0,D,0,0,D,2002
Malaga,Alaves,0,0,D,0,0,D,2002
Mallorca,Villarreal,1,1,D,0,1,A,2002
Recreativo,Santander,2,1,H,0,1,A,2002
Valencia,Valladolid,2,0,H,2,0,H,2002
Osasuna,Ath Madrid,1,0,H,0,0,D,2002
Alaves,Valencia,0,0,D,0,0,D,2002
Betis,Ath Bilbao,1,0,H,0,0,D,2002
Espanol,Vallecano,3,1,H,1,0,H,2002
La Coruna,Mallorca,2,2,D,1,2,A,2002
Santander,Malaga,1,0,H,1,0,H,2002
Sociedad,Barcelona,2,1,H,1,1,D,2002
Valladolid,Celta,0,2,A,0,1,A,2002
Villarreal,Recreativo,1,0,H,0,0,D,2002
Malaga,Villarreal,1,1,D,0,0,D,2002
Recreativo,La Coruna,1,1,D,1,1,D,2002
Sevilla,Sociedad,0,1,A,0,0,D,2002
Valencia,Santander,2,0,H,1,0,H,2002
Vallecano,Barcelona,1,0,H,0,0,D,2002
Ath Bilbao,Osasuna,1,3,A,1,3,A,2002
Ath Madrid,Valladolid,1,0,H,0,0,D,2002
Celta,Alaves,2,1,H,2,0,H,2002
Espanol,Betis,2,4,A,0,2,A,2002
Mallorca,Real Madrid,1,5,A,1,1,D,2002
Alaves,Ath Madrid,2,0,H,2,0,H,2002
Villarreal,Valencia,0,2,A,0,0,D,2002
Barcelona,Sevilla,0,3,A,0,1,A,2002
Betis,Vallecano,0,1,A,0,1,A,2002
La Coruna,Malaga,1,0,H,0,0,D,2002
Osasuna,Espanol,1,0,H,0,0,D,2002
Real Madrid,Recreativo,4,2,H,1,2,A,2002
Santander,Celta,3,0,H,0,0,D,2002
Sociedad,Mallorca,2,1,H,0,0,D,2002
Valladolid,Ath Bilbao,2,0,H,0,0,D,2002
Ath Bilbao,Alaves,2,0,H,1,0,H,2002
Ath Madrid,Santander,1,2,A,0,1,A,2002
Celta,Villarreal,3,1,H,2,1,H,2002
Malaga,Real Madrid,2,3,A,2,0,H,2002
Mallorca,Barcelona,0,4,A,0,2,A,2002
Vallecano,Sevilla,0,1,A,0,0,D,2002
Betis,Osasuna,2,1,H,1,0,H,2002
Espanol,Valladolid,1,0,H,1,0,H,2002
Recreativo,Sociedad,1,3,A,1,1,D,2002
Valencia,La Coruna,0,1,A,0,1,A,2002
Real Madrid,Sevilla,3,0,H,2,0,H,2002
La Coruna,Celta,3,0,H,1,0,H,2002
Osasuna,Vallecano,0,1,A,0,1,A,2002
Santander,Ath Bilbao,3,4,A,3,1,H,2002
Valladolid,Betis,3,0,H,0,0,D,2002
Alaves,Espanol,2,1,H,1,1,D,2002
Barcelona,Recreativo,3,0,H,2,0,H,2002
Real Madrid,Valencia,4,1,H,1,0,H,2002
Sevilla,Mallorca,3,0,H,2,0,H,2002
Sociedad,Malaga,2,2,D,2,1,H,2002
Villarreal,Ath Madrid,4,3,H,3,2,H,2002
Celta,Real Madrid,0,1,A,0,1,A,2002
Valencia,Sociedad,2,2,D,1,0,H,2002
Ath Bilbao,Villarreal,0,1,A,0,1,A,2002
Ath Madrid,La Coruna,3,1,H,1,1,D,2002
Betis,Alaves,2,2,D,1,0,H,2002
Espanol,Santander,3,0,H,1,0,H,2002
Malaga,Barcelona,0,0,D,0,0,D,2002
Osasuna,Valladolid,1,1,D,0,1,A,2002
Recreativo,Sevilla,0,0,D,0,0,D,2002
Vallecano,Mallorca,1,2,A,0,0,D,2002
Barcelona,Valencia,2,4,A,1,2,A,2002
Sociedad,Celta,1,0,H,0,0,D,2002
Alaves,Osasuna,1,1,D,1,0,H,2002
La Coruna,Ath Bilbao,2,1,H,0,0,D,2002
Mallorca,Recreativo,1,1,D,0,0,D,2002
Real Madrid,Ath Madrid,2,2,D,2,1,H,2002
Santander,Betis,0,1,A,0,0,D,2002
Sevilla,Malaga,0,0,D,0,0,D,2002
Vallecano,Valladolid,0,1,A,0,1,A,2002
Villarreal,Espanol,0,0,D,0,0,D,2002
Ath Madrid,Sociedad,1,2,A,0,0,D,2002
Ath Bilbao,Real Madrid,1,1,D,0,0,D,2002
Betis,Villarreal,2,1,H,1,0,H,2002
Celta,Barcelona,2,0,H,0,0,D,2002
Espanol,La Coruna,3,1,H,3,1,H,2002
Malaga,Mallorca,1,0,H,0,0,D,2002
Osasuna,Santander,3,1,H,2,1,H,2002
Recreativo,Vallecano,2,1,H,0,1,A,2002
Valencia,Sevilla,1,0,H,1,0,H,2002
Valladolid,Alaves,1,3,A,0,1,A,2002
Ath Madrid,Barcelona,3,0,H,1,0,H,2002
Alaves,Vallecano,1,1,D,0,1,A,2002
Ath Bilbao,Sociedad,3,0,H,1,0,H,2002
Betis,La Coruna,0,2,A,0,0,D,2002
Celta,Sevilla,0,1,A,0,0,D,2002
Espanol,Real Madrid,2,2,D,2,0,H,2002
Malaga,Recreativo,4,0,H,0,0,D,2002
Osasuna,Villarreal,0,1,A,0,1,A,2002
Valencia,Mallorca,1,0,H,0,0,D,2002
Valladolid,Santander,2,1,H,1,1,D,2002
Real Madrid,Betis,4,1,H,1,1,D,2002
Villarreal,Valladolid,1,0,H,1,0,H,2002
Barcelona,Ath Bilbao,2,2,D,2,0,H,2002
La Coruna,Osasuna,1,1,D,0,0,D,2002
Mallorca,Celta,0,2,A,0,0,D,2002
Recreativo,Valencia,1,1,D,1,0,H,2002
Santander,Alaves,2,0,H,1,0,H,2002
Sevilla,Ath Madrid,1,1,D,0,0,D,2002
Sociedad,Espanol,0,0,D,0,0,D,2002
Vallecano,Malaga,2,1,H,1,0,H,2002
Espanol,Barcelona,0,2,A,0,2,A,2002
Valencia,Malaga,2,0,H,0,0,D,2002
Valladolid,La Coruna,0,1,A,0,0,D,2002
Alaves,Villarreal,1,0,H,0,0,D,2002
Ath Bilbao,Sevilla,2,0,H,0,0,D,2002
Ath Madrid,Mallorca,2,1,H,1,1,D,2002
Betis,Sociedad,3,2,H,1,0,H,2002
Celta,Recreativo,4,1,H,1,0,H,2002
Osasuna,Real Madrid,1,0,H,1,0,H,2002
Santander,Vallecano,2,0,H,2,0,H,2002
Barcelona,Betis,4,0,H,3,0,H,2002
La Coruna,Alaves,6,0,H,3,0,H,2002
Real Madrid,Valladolid,3,1,H,2,1,H,2002
Malaga,Celta,1,1,D,0,1,A,2002
Mallorca,Ath Bilbao,1,1,D,1,1,D,2002
Recreativo,Ath Madrid,3,0,H,0,0,D,2002
Sevilla,Espanol,1,0,H,1,0,H,2002
Sociedad,Osasuna,2,0,H,1,0,H,2002
Vallecano,Valencia,0,4,A,0,3,A,2002
Villarreal,Santander,0,3,A,0,0,D,2002
Alaves,Real Madrid,1,5,A,0,2,A,2002
Ath Bilbao,Recreativo,2,3,A,0,3,A,2002
Espanol,Mallorca,2,0,H,2,0,H,2002
Ath Madrid,Malaga,2,1,H,1,0,H,2002
Betis,Sevilla,0,1,A,0,0,D,2002
Celta,Valencia,1,1,D,1,1,D,2002
Osasuna,Barcelona,2,2,D,0,0,D,2002
Santander,La Coruna,1,2,A,0,1,A,2002
Valladolid,Sociedad,3,0,H,3,0,H,2002
Villarreal,Vallecano,2,1,H,1,0,H,2002
Barcelona,Valladolid,1,1,D,1,0,H,2002
La Coruna,Villarreal,2,1,H,2,1,H,2002
Real Madrid,Santander,4,1,H,2,0,H,2002
Valencia,Ath Madrid,0,1,A,0,0,D,2002
Malaga,Ath Bilbao,3,0,H,1,0,H,2002
Mallorca,Betis,2,1,H,1,1,D,2002
Recreativo,Espanol,0,0,D,0,0,D,2002
Sevilla,Osasuna,2,0,H,2,0,H,2002
Sociedad,Alaves,3,1,H,3,0,H,2002
Vallecano,Celta,1,0,H,0,0,D,2002
La Coruna,Vallecano,2,0,H,1,0,H,2002
Santander,Sociedad,1,2,A,1,1,D,2002
Villarreal,Real Madrid,0,1,A,0,0,D,2002
Alaves,Barcelona,0,0,D,0,0,D,2002
Ath Bilbao,Valencia,1,0,H,1,0,H,2002
Ath Madrid,Celta,0,1,A,0,0,D,2002
Betis,Recreativo,1,1,D,1,0,H,2002
Espanol,Malaga,2,1,H,0,0,D,2002
Osasuna,Mallorca,0,0,D,0,0,D,2002
Valladolid,Sevilla,0,0,D,0,0,D,2002
Vallecano,Ath Madrid,0,0,D,0,0,D,2002
Barcelona,Santander,6,1,H,3,0,H,2002
Celta,Ath Bilbao,2,1,H,1,1,D,2002
Malaga,Betis,0,0,D,0,0,D,2002
Mallorca,Valladolid,2,1,H,0,1,A,2002
Real Madrid,La Coruna,2,0,H,1,0,H,2002
Recreativo,Osasuna,1,1,D,0,0,D,2002
Sevilla,Alaves,3,2,H,1,0,H,2002
Sociedad,Villarreal,2,2,D,1,0,H,2002
Valencia,Espanol,1,1,D,0,1,A,2002
Betis,Valencia,2,0,H,1,0,H,2002
Espanol,Celta,0,0,D,0,0,D,2002
Real Madrid,Vallecano,3,1,H,0,1,A,2002
Villarreal,Barcelona,2,0,H,0,0,D,2002
Alaves,Mallorca,0,0,D,0,0,D,2002
Ath Bilbao,Ath Madrid,1,0,H,0,0,D,2002
La Coruna,Sociedad,2,1,H,1,1,D,2002
Osasuna,Malaga,0,1,A,0,0,D,2002
Santander,Sevilla,1,0,H,1,0,H,2002
Valladolid,Recreativo,0,1,A,0,1,A,2002
Barcelona,La Coruna,2,4,A,2,1,H,2002
Sevilla,Villarreal,3,1,H,1,1,D,2002
Ath Madrid,Espanol,3,3,D,0,1,A,2002
Celta,Betis,1,0,H,1,0,H,2002
